NAME,PARTY,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8,Q9,Q10,Q11,Q12,Q13
久保＝孝之,6,5,5,5,5,5,2,2,5,5,5,5,1,3,5,5,1,4,5,5,1,3,4,1,5,5,3,4,5,5,5,5,5,4
平井＝卓也,1,2,2,2,2,3,2,2,3,2,1,3,5,3,3,1,4,3,2,2,2,3,3,5,4,2,4,3,1,2,2,2,2,2
小川＝淳也,2,3,4,3,5,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,2,2,2,4,4,4,4,2
河村＝整,6,5,5,5,5,5,2,3,5,5,5,5,1,3,5,5,1,2,5,5,1,3,5,1,5,5,3,5,5,5,5,5,5,4
瀬戸＝隆一,1,2,3,2,3,4,2,1,2,2,2,2,4,2,2,2,4,3,2,2,2,2,2,5,3,2,2,2,2,2,2,2,3,2
玉木＝雄一郎,2,2,5,3,5,3,3,5,3,2,2,3,5,3,3,3,3,3,3,3,3,3,3,3,4,5,1,3,5,3,5,4,4,2
佐伯＝守,6,5,5,5,5,5,2,4,5,5,5,5,5,3,5,5,1,2,4,5,5,2,5,1,5,5,2,5,5,5,5,5,5,4
大野＝敬太郎,1,1,3,1,3,3,3,2,3,2,3,2,5,3,2,1,3,2,1,2,4,3,3,4,3,3,2,2,1,1,1,2,2,2
土岐＝一郎,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,4,1,5,4,2,5,5,5,5,5,5,4
塩崎＝恭久,1,1,3,3,3,3,2,3,2,2,2,2,4,3,2,2,2,2,2,3,3,3,3,4,3,4,2,2,2,1,1,2,1,2
永江＝孝子,2,2,3,3,4,5,4,4,3,4,4,5,3,3,2,3,3,2,2,4,3,3,3,3,5,4,2,2,4,5,5,4,4,2
田中＝克彦,6,4,5,4,5,5,2,2,5,5,5,5,1,3,5,5,1,2,5,4,1,3,5,1,5,3,1,5,5,5,5,5,5,4
村上＝誠一郎,1,3,3,3,3,3,3,4,2,4,4,4,5,3,2,3,3,3,2,3,2,3,2,3,3,5,1,3,3,4,5,4,2,1
横山＝博幸,3,4,4,4,3,2,3,4,5,1,3,2,5,4,1,4,4,4,4,2,1,4,1,2,4,4,2,4,1,2,2,5,5,4
植木＝正勝,6,5,5,5,5,5,3,3,5,5,5,5,1,5,5,5,3,3,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
白石＝徹,1,2,2,2,3,3,2,2,4,2,4,3,4,2,2,2,3,2,2,2,4,3,2,4,4,4,2,2,1,2,2,3,2,2
白石＝洋一,2,2,4,3,4,4,2,3,4,3,4,3,4,3,2,3,3,2,3,4,3,2,3,3,4,4,3,3,4,4,5,5,4,3
一色＝一正,6,5,5,5,5,5,3,4,5,5,5,5,1,1,5,5,1,1,5,5,1,1,5,1,5,5,1,5,6,5,5,5,5,4
山本＝公一,1,2,3,2,3,3,2,2,2,2,3,2,4,3,2,2,3,4,3,3,2,2,2,4,4,3,3,3,2,2,2,2,2,2
森＝夏枝,3,1,2,2,4,1,3,4,3,2,1,4,3,3,3,5,3,2,2,3,5,1,4,2,5,4,1,1,1,4,5,5,5,3
桜内＝文城,5,1,1,1,1,3,2,4,2,1,2,3,5,5,1,3,4,4,2,3,3,3,1,4,3,4,3,2,1,2,1,3,4,5
西井＝直人,6,5,5,5,5,5,1,3,5,5,5,5,1,2,3,5,1,5,5,4,2,2,5,1,5,4,1,5,5,5,5,5,5,4
中谷＝元,1,1,3,3,2,3,1,2,2,2,3,2,5,5,1,1,5,3,1,3,3,3,1,3,3,4,3,3,1,1,1,3,2,2
大石＝宗,2,2,3,3,2,3,3,4,1,4,2,4,4,3,3,2,4,3,2,3,4,3,4,3,5,5,2,3,2,3,4,4,4,2
春名＝直章,6,5,5,5,5,5,5,4,5,5,5,5,1,1,3,5,1,2,5,5,1,3,5,1,5,3,1,5,5,5,5,5,5,4
山本＝有二,1,2,2,3,3,4,3,2,2,3,2,3,4,2,2,2,3,3,1,2,2,3,3,3,2,3,3,2,1,2,2,2,1,2
武内＝則男,2,3,4,4,5,5,2,2,2,3,4,4,1,4,3,4,2,2,4,5,2,4,4,2,4,4,2,4,4,4,5,4,4,3
谷崎＝治之,6,5,5,5,5,5,1,2,5,5,5,4,2,4,5,5,5,1,5,4,1,1,4,1,5,4,2,4,5,5,5,5,5,4
山本＝剛正,2,2,3,3,4,3,2,4,3,2,2,4,2,2,2,2,3,2,3,3,3,3,4,4,4,4,1,2,2,3,4,4,4,2
井上＝貴博,1,1,3,3,2,3,2,2,3,1,2,2,5,3,1,1,4,3,2,2,3,2,1,4,3,4,3,3,1,1,2,2,2,3
比江嶋＝俊和,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,4,2,5,5,5,5,5,5,4
鬼木＝誠,1,1,3,3,2,3,1,2,1,3,3,2,5,3,1,1,5,3,2,3,3,3,2,4,3,5,3,4,1,1,1,3,2,5
稲富＝修二,2,2,2,2,3,5,4,4,5,3,4,4,4,4,1,2,4,2,2,4,4,2,3,3,5,4,1,4,3,5,5,4,4,5
倉元＝達朗,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
古賀＝篤,1,1,3,2,4,4,3,3,3,3,3,4,5,4,1,3,3,3,3,3,2,3,3,3,3,5,3,4,1,2,2,3,4,2
藤田＝一枝,2,4,5,3,5,3,3,3,3,3,5,5,1,3,3,4,1,1,4,4,3,3,5,2,5,3,1,5,5,5,5,5,5,2
川原＝康裕,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
宮内＝秀樹,1,2,5,3,4,3,2,2,3,2,2,2,5,3,1,1,3,2,2,2,2,4,2,5,4,3,2,3,1,2,2,2,3,2
河野＝正美,3,2,3,3,3,2,3,3,2,2,1,4,3,3,3,5,3,2,2,4,4,2,4,2,5,4,1,1,1,4,4,5,5,3
新留＝清隆,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,4,4,2,5,5,5,5,5,5,4
原田＝義昭,1,1,2,1,1,3,2,1,2,2,2,2,5,3,2,2,3,2,2,3,2,3,2,5,4,3,2,2,1,1,1,2,3,3
楠田＝大蔵,2,2,2,3,3,2,3,4,3,2,3,3,4,4,2,2,3,3,2,3,4,2,3,4,3,4,2,2,2,3,3,3,4,2
田中＝陽二,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,5,1,2,4,1,5,3,2,5,5,5,5,5,5,4
鳩山＝邦夫,1,2,2,2,1,3,1,1,3,2,1,3,5,2,1,2,3,2,1,2,2,3,2,3,4,3,3,3,1,2,1,4,3,3
金子＝睦美,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
藤丸＝敏,1,3,3,5,2,4,2,1,2,3,2,3,3,5,2,2,3,3,6,1,1,2,3,3,5,3,5,3,2,2,2,3,2,2
江口＝学,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
麻生＝太郎,1,1,1,3,3,2,1,1,1,2,2,2,5,2,2,1,3,3,1,1,4,5,3,5,3,1,5,5,1,1,1,2,1,1
河野＝祥子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,6,4
三原＝朝彦,1,1,3,2,4,5,3,3,1,2,3,2,3,2,3,1,2,2,3,2,3,3,3,5,3,5,3,3,1,2,3,4,3,2
緒方＝林太郎,2,2,2,3,4,3,3,4,2,2,4,4,2,2,2,1,2,1,3,3,4,3,4,5,5,4,1,2,2,3,3,4,3,2
真島＝省三,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
城井＝崇,2,2,4,3,5,4,3,3,2,3,4,3,3,3,3,2,2,3,1,4,4,3,4,3,4,4,2,3,2,4,5,4,4,2
山本＝幸三,1,2,2,3,3,4,2,2,4,1,2,2,3,1,1,1,4,2,1,3,5,2,1,4,5,1,2,2,1,2,2,2,1,2
高瀬＝菜穂子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,5,1,3,4,1,5,4,2,5,6,5,5,5,5,4
武田＝良太,1,1,2,2,1,3,1,1,2,2,2,3,5,3,1,1,4,3,1,2,1,2,2,4,3,3,2,2,1,2,1,2,2,2
山下＝登美子,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
岩田＝和親,1,1,3,3,3,3,1,2,2,2,2,3,5,5,1,2,5,3,1,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
原口＝一博,2,3,4,2,2,3,4,4,3,4,4,5,3,3,2,3,2,2,4,4,2,2,5,3,4,4,2,4,3,5,5,5,4,2
古賀＝誠,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
古川＝康,1,2,3,3,3,4,2,2,1,3,3,3,3,2,2,2,3,2,3,3,3,3,3,5,3,3,3,2,2,2,2,2,2,2
大串＝博志,2,2,4,3,5,4,3,3,3,4,4,4,2,3,3,3,2,2,3,3,3,3,3,3,4,5,2,4,3,5,5,5,5,5
御厨＝さとみ,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,6,5,5,5,5,4
冨岡＝勉,1,2,3,3,3,4,2,3,3,2,3,3,5,3,3,2,3,3,4,3,4,3,2,4,4,4,3,2,3,2,2,2,2,2
高木＝義明,2,1,5,2,5,5,2,3,2,2,2,5,3,2,2,2,2,2,4,4,3,2,4,4,5,5,2,4,3,5,5,5,5,3
中西＝敦信,6,5,5,5,5,5,3,4,5,5,5,5,1,3,5,5,1,2,4,5,1,3,5,1,4,5,1,4,5,5,5,5,5,4
加藤＝寛治,1,1,3,3,1,3,2,2,2,2,1,2,5,5,1,1,5,3,2,3,3,3,1,4,3,4,3,3,1,1,1,3,2,2
大久保＝潔重,2,3,2,2,4,4,3,4,3,2,2,4,2,2,2,3,2,2,4,4,4,2,3,3,4,3,3,4,2,4,4,4,4,4
矢崎＝勝己,6,5,5,5,5,5,3,3,5,5,5,5,1,5,5,5,1,1,5,5,1,1,4,1,5,5,1,5,5,5,5,5,5,4
谷川＝弥一,1,1,3,3,4,1,1,5,1,1,1,1,5,1,1,1,5,3,1,1,5,1,1,5,5,5,1,1,1,1,1,2,1,2
石丸＝完治,6,5,5,5,5,5,3,5,5,5,5,5,1,3,5,5,1,3,5,5,1,2,5,1,5,5,4,5,5,5,5,5,5,4
北村＝誠吾,1,1,3,3,3,3,1,2,2,2,1,3,5,5,1,1,5,3,1,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
宮島＝大典,2,2,2,1,2,4,3,4,3,2,2,4,3,3,2,2,4,3,2,4,3,2,4,3,4,4,1,3,2,4,4,4,4,3
石川＝悟,6,5,5,5,5,5,3,5,5,5,5,5,1,3,5,5,1,3,5,5,1,2,5,1,5,5,4,5,5,5,5,5,5,4
木原＝稔,1,1,3,3,1,3,3,3,3,3,3,1,5,3,1,1,5,3,3,3,3,3,1,3,3,3,3,3,1,1,1,3,2,2
松野＝頼久,3,2,2,2,4,2,3,4,2,2,1,4,3,4,4,5,2,2,1,2,5,2,4,2,5,4,1,1,1,4,5,5,5,3
高本＝征尚,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
広瀬＝由美,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
坂本＝哲志,1,2,2,1,5,2,2,2,2,3,4,2,3,3,2,2,4,3,2,3,2,2,3,5,4,4,1,4,1,2,3,2,3,1
芋生＝よしや,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
園田＝博之,5,2,5,3,5,2,2,4,2,2,2,3,4,2,3,2,3,3,2,2,2,3,2,5,4,4,2,2,1,2,2,2,2,2
井芹＝栄次,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
金子＝恭之,1,1,2,3,2,4,1,2,2,2,2,2,5,3,1,1,5,3,1,3,2,3,2,5,4,3,3,3,1,1,1,2,2,2
橋田＝芳昭,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,4,2,5,5,5,5,5,5,4
穴見＝陽一,1,1,3,3,1,3,1,1,1,2,3,1,5,4,1,1,5,1,2,1,1,1,4,3,5,3,2,3,1,1,2,4,4,3
吉良＝州司,2,1,1,3,4,2,4,5,1,1,3,3,3,2,2,2,3,3,1,2,5,3,3,4,3,5,4,2,1,2,2,4,3,1
山本＝茂,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,6,5,5,5,5,4
衛藤＝征士郎,1,1,2,3,1,3,1,1,1,1,4,2,5,3,1,2,3,2,2,2,2,2,2,3,3,4,2,3,1,2,1,2,2,2
山下＝魁,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
岩屋＝毅,1,2,3,3,4,5,3,4,4,1,1,3,4,2,2,1,4,3,3,3,4,3,2,4,3,4,5,2,2,1,1,4,2,2
浦野＝英樹,2,3,4,3,5,5,3,5,3,3,3,4,2,3,4,2,2,2,3,4,2,2,3,3,4,4,1,3,3,5,5,5,5,2
大塚＝光義,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
武井＝俊輔,1,2,2,2,2,4,2,1,1,2,1,3,4,2,2,1,4,3,3,4,2,3,4,4,4,2,2,4,2,2,2,3,2,2
外山＝斎,3,1,2,3,2,2,3,3,3,3,3,3,5,3,1,5,4,3,3,2,4,2,3,1,5,4,1,1,1,4,4,5,5,3
村尾＝英俊,2,4,3,3,4,4,3,4,2,3,4,3,3,4,3,3,1,2,3,4,3,3,5,3,4,4,1,3,4,5,5,4,4,2
松本＝隆,6,5,5,5,5,5,3,3,5,5,5,5,1,3,3,5,1,3,5,5,1,1,4,1,5,3,2,5,5,5,5,5,5,4
江藤＝拓,1,2,3,3,3,3,1,2,4,2,2,3,5,4,1,1,5,2,3,3,2,3,2,4,4,4,2,3,1,2,2,4,2,2
吉田＝貴行,6,5,5,5,5,5,1,2,5,5,5,5,1,4,5,5,1,1,3,5,1,2,5,1,5,5,1,5,5,5,5,5,5,4
来住＝一人,6,5,5,5,5,5,4,5,5,5,5,5,1,3,5,5,1,2,5,4,1,2,5,1,5,5,2,5,5,5,5,5,5,4
保岡＝興治,1,1,1,2,1,2,1,3,1,1,1,2,5,2,1,1,3,1,1,2,3,2,2,5,3,3,1,2,1,1,1,2,2,2
川内＝博史,2,5,5,5,5,5,3,5,3,4,5,5,2,3,5,3,3,3,3,4,2,2,3,3,5,5,5,5,5,5,5,5,5,5
山之内＝毅,3,2,3,3,2,3,3,4,3,2,1,3,4,3,1,4,4,3,3,3,3,3,2,3,3,4,2,2,1,3,3,4,4,5
山口＝広延,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
金子＝万寿夫,1,2,2,2,2,3,2,2,2,2,3,2,3,3,1,2,4,3,2,2,3,2,2,5,3,3,3,3,3,2,2,2,1,2
祝迫＝光治,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
宮路＝拓馬,1,2,3,3,3,4,2,2,3,2,2,3,4,4,3,1,4,3,2,3,3,3,3,4,4,4,3,2,1,2,1,2,3,2
山口＝陽規,6,5,5,4,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
小里＝泰弘,1,1,3,3,2,4,1,2,2,2,3,3,3,3,1,1,3,3,3,2,2,3,2,4,4,4,2,4,1,2,2,2,2,2
永田＝義人,6,5,5,4,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,4,4,2,5,5,5,5,5,5,4
森山＝裕,1,1,2,3,3,3,1,2,2,3,4,2,5,5,1,1,5,3,3,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
野口＝寛,6,5,5,4,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
下地＝幹郎,3,2,5,2,3,4,2,2,4,2,3,4,5,1,1,4,5,3,3,4,2,3,4,3,4,2,4,4,1,3,4,4,3,3
赤嶺＝政賢,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,4,4,2,5,5,5,5,5,5,4
比嘉＝奈津美,1,2,3,3,3,4,2,2,3,3,3,3,4,3,2,3,3,2,2,3,2,3,3,4,4,4,2,3,3,2,2,3,2,3
西銘＝恒三郎,1,1,4,3,3,3,2,3,3,3,2,3,4,2,2,2,3,2,3,3,2,3,3,3,3,4,2,2,2,2,2,2,2,2
清水＝誠一,1,1,1,2,1,5,1,1,3,3,3,2,5,3,1,1,5,2,1,3,1,3,2,3,1,4,3,3,1,1,1,2,2,2
