NAME,PARTY,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8,Q9,Q10,Q11,Q12,Q13
野田＝佳彦,2,2,3,3,6,4,3,4,2,4,4,3,4,3,2,3,3,3,2,4,4,3,3,3,3,4,2,3,2,4,4,4,4,2
木村＝哲也,1,1,3,2,2,1,2,4,1,2,1,1,5,4,1,2,5,2,4,2,6,3,2,4,3,4,3,4,1,2,2,2,3,2
斉藤＝和子,6,5,5,5,5,5,3,4,5,5,5,5,1,3,5,5,1,1,5,5,1,2,5,1,5,4,5,5,5,5,5,5,5,4
薗浦＝健太郎,1,1,3,3,1,3,2,2,2,2,2,3,5,5,1,1,5,3,3,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
村越＝祐民,2,1,5,2,5,3,4,4,2,3,5,5,1,1,3,5,1,1,1,5,5,1,5,1,5,5,1,2,5,5,5,5,5,2
浅野＝史子,6,5,5,5,5,5,3,3,5,5,5,5,1,3,5,5,1,1,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
渡辺＝博道,1,2,3,3,2,3,2,1,3,2,2,3,4,2,2,2,4,3,2,3,2,6,2,4,4,3,2,3,2,2,1,2,2,2
生方＝幸夫,2,5,5,4,5,5,3,3,2,4,2,5,1,1,4,5,2,2,4,4,3,2,4,1,5,4,1,5,5,5,5,4,4,2
遠藤＝宣彦,5,1,1,1,1,3,3,3,2,3,3,2,5,5,1,3,3,4,2,2,2,3,2,4,2,5,4,4,1,2,2,5,4,3
三輪＝由美,6,5,5,5,5,5,3,3,5,5,5,5,1,3,5,5,1,1,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
斎藤＝健,1,2,3,3,3,6,6,2,1,1,6,2,5,6,2,3,5,5,2,6,6,2,2,4,2,4,4,6,1,2,2,3,3,2
石塚＝貞通,3,2,2,2,4,2,3,3,3,2,1,4,4,2,3,5,2,2,2,3,5,2,4,2,5,4,1,1,1,4,5,5,5,3
渡部＝隆夫,6,5,5,5,5,5,3,3,5,5,5,5,1,3,5,5,1,1,3,5,1,3,3,1,5,5,1,5,5,5,5,5,5,4
桜田＝義孝,1,1,1,1,1,3,2,3,3,3,2,1,5,5,1,1,5,3,1,2,3,3,2,5,2,3,5,1,1,1,1,4,1,3
太田＝和美,3,3,4,3,4,4,3,4,3,3,3,4,4,3,2,5,3,2,2,3,4,2,3,1,4,4,1,2,2,4,5,5,5,3
小野里＝定良,6,5,5,5,5,5,3,3,5,5,5,5,1,3,5,5,1,1,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
秋本＝真利,1,2,3,2,3,2,2,2,2,2,2,3,5,3,1,4,4,4,3,2,3,3,2,2,3,3,3,3,1,2,2,2,2,2
奥野＝総一郎,2,2,2,3,5,4,4,2,1,3,5,4,2,2,3,2,2,3,3,3,4,2,4,3,4,4,2,2,2,5,5,4,4,2
西田＝譲,5,1,1,1,1,3,2,3,3,1,2,2,5,5,2,2,5,3,2,2,3,3,1,5,2,4,4,2,1,2,1,4,4,5
鴨志田＝安代,6,5,5,3,5,5,3,3,5,5,5,5,1,2,5,5,1,3,5,5,1,6,5,1,5,5,1,5,5,5,5,5,5,4
林＝幹雄,1,1,3,3,6,3,6,2,2,2,1,6,5,5,1,1,5,3,1,2,3,3,2,4,3,4,3,3,1,1,1,4,2,2
谷田川＝元,2,3,3,2,3,4,3,4,3,4,3,3,3,2,2,3,3,2,3,4,3,2,2,3,3,4,2,2,2,4,5,4,4,2
笠原＝正実,6,5,5,5,5,5,3,3,5,5,5,5,1,5,5,5,1,3,5,3,1,3,4,1,5,4,1,5,5,5,5,4,5,4
森＝英介,1,1,3,3,6,3,1,2,2,2,1,2,5,5,3,1,5,3,3,3,3,2,4,5,3,4,3,3,1,1,1,3,2,2
椎名＝史明,6,5,5,5,5,5,3,3,5,5,5,5,1,3,5,5,1,1,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
浜田＝靖一,1,1,5,2,2,4,2,2,2,2,1,2,5,2,1,2,3,1,3,3,4,3,4,4,4,2,2,4,1,1,1,2,1,2
米本＝展久,6,5,5,5,5,5,3,3,5,5,5,5,1,3,4,5,1,3,4,4,1,2,4,1,5,4,1,5,5,5,5,5,5,4
白須賀＝貴樹,1,1,1,3,1,4,1,1,2,2,1,1,5,2,1,1,5,3,4,3,1,3,2,5,5,2,5,2,1,1,1,2,1,2
若井＝康彦,2,2,3,3,5,4,3,3,5,2,5,4,4,2,3,3,2,3,3,4,3,2,4,3,4,4,2,2,4,5,5,4,4,3
中川＝勝敏,6,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,1,2,4,1,5,5,1,4,5,5,5,5,5,4
山田＝美樹,1,1,3,3,2,3,1,2,2,2,3,3,5,5,1,1,5,3,3,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
海江田＝万里,2,3,3,3,5,5,3,4,3,4,3,4,4,4,3,3,2,2,3,4,3,3,4,3,4,4,2,4,3,5,5,5,5,3
渡辺＝徹,5,1,2,1,1,3,2,4,2,1,2,3,5,5,1,3,5,3,2,3,3,3,1,3,2,4,3,2,1,2,1,3,4,5
冨田＝直樹,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
辻＝清人,1,1,2,2,3,2,4,2,2,2,4,1,5,3,2,2,2,2,2,2,2,3,4,4,4,4,4,2,1,1,1,3,2,2
中山＝義活,2,3,4,3,3,4,4,4,3,3,4,4,3,3,2,3,3,3,2,3,3,3,3,3,4,3,2,3,3,4,5,4,4,3
大熊＝利昭,3,2,5,3,3,3,5,5,5,2,2,3,5,3,3,5,4,4,2,2,4,3,4,2,4,4,2,2,2,4,5,4,4,5
石沢＝憲之,6,5,5,5,5,5,3,4,5,5,5,5,1,1,5,5,1,2,5,5,1,2,5,1,5,5,1,5,5,5,5,5,5,4
石原＝宏高,1,1,3,2,1,3,1,1,2,1,1,3,5,5,1,1,5,1,2,3,3,3,2,4,3,4,3,3,1,1,1,4,2,2
松原＝仁,2,2,2,1,1,4,1,2,4,2,2,4,5,4,1,2,4,5,6,6,2,6,6,6,6,6,1,6,1,2,2,5,4,4
香西＝克介,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
平＝将明,1,1,3,3,2,2,5,4,2,1,1,3,5,2,3,1,3,1,2,1,4,1,3,3,3,2,3,2,1,1,1,2,3,3
藤田＝憲彦,2,1,5,1,5,5,3,5,1,1,5,5,5,1,1,3,1,5,1,5,5,1,5,3,5,5,1,1,3,5,5,5,5,2
犬伏＝秀一,5,1,1,1,1,4,2,4,2,1,2,3,5,5,1,2,5,5,2,3,3,3,1,4,2,4,4,2,1,1,1,3,4,5
山本＝純平,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
手塚＝仁雄,2,5,5,5,5,3,5,4,1,4,1,3,1,3,4,5,1,2,4,5,3,2,5,2,5,4,1,3,4,5,5,4,4,2
沢井＝正代,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,4,4,2,5,5,5,5,5,5,4
越智＝隆雄,1,2,2,3,3,4,4,3,3,2,3,3,4,3,2,3,3,2,3,3,3,2,3,3,3,4,3,2,2,2,2,2,2,2
落合＝貴之,3,2,3,3,4,3,4,3,3,1,2,3,5,3,2,5,3,4,2,2,5,3,3,2,4,2,2,2,2,5,5,4,4,3
岸＝武志,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
松本＝文明,1,2,4,2,1,4,2,1,2,2,2,2,5,3,2,2,4,3,1,2,4,3,2,5,3,4,4,3,1,1,1,4,2,3
長妻＝昭,2,2,4,2,5,4,4,4,2,3,5,4,3,4,4,5,1,1,2,6,4,2,4,1,4,4,2,2,2,4,5,3,4,2
吉田＝康一郎,5,1,1,1,1,3,2,4,2,1,2,3,5,5,1,3,4,4,2,3,3,3,1,4,3,4,3,2,1,2,1,3,4,3
太田＝宜興,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,2,3,4,1,5,4,2,5,5,5,5,5,5,4
石原＝伸晃,1,1,3,3,3,3,1,2,2,2,1,5,5,3,1,1,5,3,2,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
円＝より子,2,4,5,3,5,3,3,3,3,3,5,5,2,2,3,5,1,1,1,5,5,3,5,1,5,5,1,5,4,5,5,5,5,4
沢田＝真吾,6,5,5,3,5,5,3,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,4,2,5,5,5,5,5,5,4
菅原＝一秀,1,2,3,3,2,4,2,3,2,1,3,3,5,2,1,2,4,2,1,2,1,4,2,3,5,4,5,1,1,2,2,2,2,2
木内＝孝胤,3,3,3,3,4,3,4,4,4,2,2,4,4,4,3,5,2,2,2,4,4,2,4,2,5,4,2,2,1,5,5,5,5,3
原＝純子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,4,1,5,3,2,5,5,5,5,5,5,4
小池＝百合子,1,1,2,1,3,3,2,2,2,2,2,2,5,3,2,2,3,2,2,3,3,3,3,4,3,4,3,1,1,1,1,3,2,2
江端＝貴子,2,3,4,3,5,3,4,4,2,3,4,4,6,4,3,4,1,2,3,4,4,2,4,2,5,5,2,2,4,5,5,5,5,2
神谷＝ちづ子,5,1,2,1,1,3,2,1,3,2,1,2,5,4,2,1,4,4,3,2,1,3,1,5,1,3,5,4,1,2,1,3,2,2
今＝秀子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
下村＝博文,1,2,1,2,3,4,3,1,1,1,1,1,5,2,1,1,5,2,1,2,5,1,1,5,5,4,2,1,1,1,1,2,1,2
熊木＝美奈子,2,3,5,3,3,4,3,3,3,3,4,5,3,2,3,5,1,1,3,4,3,2,5,2,5,4,1,2,3,5,5,5,5,3
山内＝金久,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,4,4,2,5,5,5,5,5,5,4
田母神＝俊雄,5,1,1,1,1,5,1,1,5,2,2,1,5,5,1,1,5,5,3,2,1,2,1,5,1,1,5,5,1,1,1,3,3,4
太田＝昭宏,4,3,5,3,5,5,2,2,4,3,6,2,1,3,3,6,2,2,3,3,3,3,3,4,5,3,3,2,3,2,1,2,2,2
池内＝沙織,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
鴨下＝一郎,1,1,3,3,6,3,1,2,2,2,1,6,5,5,1,1,5,3,6,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
長谷川＝貴子,2,2,3,3,3,4,3,3,3,3,2,3,3,4,2,4,2,1,2,3,3,1,2,2,5,4,2,3,4,4,4,5,3,3
和田＝智之,5,1,1,1,1,3,1,1,2,3,2,2,5,4,1,1,5,5,3,4,2,1,2,5,2,2,3,2,1,1,1,3,3,3
祖父江＝元希,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,4,1,4,3,2,5,5,5,5,5,5,4
松島＝みどり,1,3,4,3,4,4,4,2,2,1,2,1,3,5,2,1,2,2,3,2,3,4,4,4,3,4,2,2,2,2,2,2,2,2
木村＝剛司,2,4,3,3,5,5,3,3,5,3,4,5,5,3,3,5,5,3,3,4,4,2,4,1,5,3,1,4,5,5,5,5,5,4
阿藤＝和之,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
秋元＝司,1,2,3,2,2,4,2,2,2,2,2,2,4,2,2,2,4,3,2,2,4,2,3,4,4,5,1,1,1,2,2,2,2,3
柿沢＝未途,3,1,3,3,4,3,4,4,4,2,1,4,4,2,2,4,3,3,2,3,4,2,4,2,4,4,3,2,1,4,4,5,5,5
吉田＝年男,6,5,5,3,5,5,3,5,5,5,5,5,1,5,5,5,3,5,5,5,1,3,5,1,5,5,1,5,5,5,5,5,5,4
大西＝英男,1,1,2,2,1,3,1,2,2,2,1,3,3,3,1,1,4,3,2,3,3,3,1,5,3,2,2,3,1,1,1,2,2,3
石井＝義哲,5,1,1,1,1,4,2,2,4,2,1,2,5,5,1,1,5,2,1,1,1,2,2,5,2,4,3,2,1,1,1,4,2,1
初鹿＝明博,3,3,3,3,5,3,3,3,3,5,3,5,1,3,5,5,2,3,5,4,2,1,5,1,3,3,1,3,3,5,5,5,5,3
大田＝朝子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
平沢＝勝栄,1,3,3,3,3,3,3,3,2,2,2,2,5,3,1,2,4,3,2,3,2,3,3,3,4,4,4,3,1,1,1,3,4,2
高橋＝美穂,3,2,2,3,6,4,2,2,2,2,2,5,6,4,2,4,1,1,2,3,3,3,5,3,3,4,1,2,2,3,3,5,5,5
土屋＝正忠,1,1,2,2,1,4,2,2,1,4,2,2,5,4,2,1,5,3,1,2,3,3,3,5,1,5,3,4,1,1,1,2,1,2
菅＝直人,2,3,5,3,5,5,3,3,3,3,4,5,3,3,3,5,3,2,2,4,4,3,4,1,5,4,2,3,5,5,5,5,4,5
結城＝亮,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,5,1,3,4,1,5,4,2,5,5,5,5,5,5,4
松本＝洋平,1,1,6,2,1,6,3,6,6,2,2,6,5,4,1,6,5,2,6,6,6,6,2,6,6,6,6,2,1,1,1,4,2,2
末松＝義規,2,3,3,2,5,5,4,3,4,3,3,4,1,2,2,3,3,2,3,3,3,2,3,2,2,5,2,2,5,5,5,5,5,3
山田＝宏,5,1,2,2,1,3,3,4,2,1,2,2,5,4,1,2,4,2,1,2,4,3,3,4,3,4,4,2,1,2,1,4,4,2
小泉＝民未嗣,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
木原＝誠二,1,2,3,2,2,4,3,3,3,2,4,4,4,2,2,2,3,1,2,2,2,3,4,4,4,3,2,4,1,4,2,4,2,2
竹田＝光明,2,2,4,3,5,5,4,1,3,2,1,4,3,3,3,5,3,3,2,4,2,3,5,2,5,4,1,4,2,4,5,5,5,2
池田＝真理子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
小田原＝潔,1,1,1,1,1,3,1,1,1,1,2,2,5,2,1,1,5,1,2,1,4,2,1,5,1,4,4,1,1,2,1,2,4,2
長島＝昭久,2,1,2,2,3,3,4,4,3,2,2,3,5,2,1,3,4,2,2,3,5,3,4,3,5,5,2,2,1,2,3,5,4,2
吉岡＝正史,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,4,2,5,5,5,5,5,5,4
伊藤＝達也,1,1,2,2,3,4,2,2,4,1,3,3,5,3,2,2,2,2,1,2,4,3,4,4,5,5,3,1,1,1,2,4,1,2
山花＝郁夫,2,5,5,4,5,5,3,4,2,5,5,5,1,2,5,5,1,5,5,5,3,2,5,1,5,4,1,5,5,5,5,5,4,2
鹿野＝晃,5,1,1,1,1,3,2,4,2,1,2,3,5,5,1,3,4,4,2,3,3,3,1,4,3,4,3,2,1,2,1,3,4,5
坂内＝淳,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,4,2,5,5,5,5,5,5,4
小倉＝将信,1,1,3,3,2,3,1,2,2,2,1,4,5,5,1,1,5,3,3,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
櫛渕＝万里,2,2,3,3,5,4,3,4,3,3,3,4,3,3,3,4,2,2,3,3,3,3,5,2,5,5,1,3,3,5,5,5,5,2
伊藤＝俊輔,3,2,3,2,4,2,3,4,4,2,1,4,4,2,3,5,4,3,1,4,4,2,3,2,5,4,1,1,1,4,5,5,5,3
松村＝亮佑,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,4,4,2,5,5,5,5,5,5,4
萩生田＝光一,1,2,3,2,1,3,2,3,3,2,2,2,5,3,1,2,3,2,2,2,4,3,2,3,4,4,4,2,6,1,1,2,2,2
阿久津＝幸彦,2,4,5,4,5,5,5,3,2,4,5,5,1,3,4,5,1,1,3,5,3,5,5,1,5,5,1,5,2,5,5,5,5,2
藤井＝義裕,5,1,2,2,1,3,2,2,2,4,2,2,5,5,1,1,5,5,5,4,1,3,1,5,1,4,5,4,1,2,2,4,3,2
市川＝克宏,6,5,5,5,5,5,3,3,5,5,5,5,1,6,4,5,1,2,5,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
井上＝信治,1,2,2,2,1,4,2,2,4,2,2,4,5,4,1,2,5,2,1,2,4,2,3,4,4,4,2,2,1,1,1,2,2,2
山下＝容子,2,3,4,3,4,3,2,3,3,3,2,4,4,3,2,5,1,3,3,3,3,2,4,1,5,5,2,2,3,4,5,4,3,4
井上＝宣,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,4,4,2,5,5,5,5,5,5,4
松本＝純,1,1,3,3,2,3,1,2,2,2,1,2,5,5,1,1,5,3,2,3,3,3,1,4,3,4,5,3,1,1,1,4,2,2
篠原＝豪,3,2,3,3,5,2,3,4,3,2,1,4,4,3,3,5,3,3,2,3,4,2,4,2,5,4,1,1,1,4,5,5,5,3
明石＝行夫,6,5,5,5,5,3,2,2,5,5,5,5,1,3,3,5,1,2,5,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
菅＝義偉,1,3,6,3,3,3,3,2,2,1,1,3,5,3,1,1,5,3,3,3,3,3,2,4,3,4,4,3,1,1,1,4,2,2
三輪＝智恵美,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
小此木＝八郎,1,1,2,2,2,2,2,2,2,1,2,3,5,4,1,1,4,2,2,2,4,2,2,5,3,4,2,2,1,1,1,3,4,2
勝又＝恒一郎,2,3,4,2,4,4,2,3,3,4,3,4,2,2,2,3,2,2,2,4,3,3,3,3,5,5,2,2,2,5,5,5,5,2
横田＝光弘,5,1,1,1,1,5,3,5,5,3,5,3,5,3,1,1,5,5,3,3,5,1,1,5,3,3,5,5,1,1,1,3,4,3
木佐木＝忠晶,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
山本＝朋広,1,1,3,3,1,3,1,2,3,2,2,2,5,3,1,1,3,3,3,3,3,3,3,3,3,4,3,3,1,1,1,4,2,2
加藤＝勝広,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
坂井＝学,1,2,2,2,3,3,2,2,3,2,2,3,5,3,1,3,5,3,3,3,3,1,3,3,3,3,6,3,1,6,1,2,2,2
水戸＝将史,3,2,3,3,3,3,4,4,3,4,3,3,5,4,1,3,5,3,1,3,4,2,1,3,1,5,1,2,1,3,2,5,4,4
河野＝敏久,5,2,2,3,3,3,2,1,5,1,5,2,5,5,1,3,4,3,1,4,2,2,1,2,2,2,3,1,3,3,2,5,3,4
横山＝征吾,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,4,2,5,5,5,5,5,5,4
三村＝和也,2,2,2,2,3,2,4,5,3,1,1,5,4,2,1,2,2,1,2,3,3,1,4,3,4,5,2,1,1,4,2,5,5,2
青柳＝陽一郎,3,1,3,2,2,2,3,4,3,2,2,4,5,2,2,5,4,3,2,2,4,2,2,2,4,3,2,1,1,3,4,5,5,3
上田＝勇,4,4,4,2,4,4,3,4,2,3,4,5,2,2,3,2,2,3,2,3,4,2,4,3,4,4,4,2,2,3,2,4,5,2
北谷＝真利,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,4,2,5,5,5,5,5,5,4
鈴木＝馨祐,1,1,2,1,3,1,5,5,1,1,1,2,5,1,2,1,1,3,1,1,5,3,5,5,5,5,1,1,1,2,1,2,3,2
中谷＝一馬,2,4,4,4,4,3,4,4,2,2,2,4,4,3,2,4,2,2,3,4,4,2,4,2,4,4,4,2,4,4,4,4,4,3
豊田＝有希,3,1,3,3,5,2,3,4,2,2,2,4,3,2,4,5,2,3,2,3,5,2,4,2,5,4,1,1,1,4,5,5,5,3
松田＝学,5,1,3,2,2,4,4,4,1,2,1,3,4,4,1,3,4,4,3,3,3,3,1,4,2,5,3,2,1,1,1,4,5,2
大山＝奈々子,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,4,1,5,3,2,5,5,5,5,5,5,4
福田＝峰之,1,3,3,2,3,4,4,2,2,1,2,3,4,5,1,3,4,1,1,2,5,2,2,3,4,3,2,2,1,2,2,2,2,2
江田＝憲司,3,2,4,2,5,2,4,3,2,2,4,3,4,2,3,5,2,2,2,2,5,3,4,2,4,2,2,1,2,3,3,5,5,3
若林＝靖久,6,5,5,5,5,5,3,3,5,5,5,5,1,4,5,5,1,2,4,4,1,2,4,1,5,3,1,5,5,5,5,5,5,4
中山＝展宏,1,1,3,3,3,3,1,2,2,2,1,3,5,5,1,1,5,3,6,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
笠＝浩史,2,2,3,2,3,3,4,4,2,2,2,4,5,3,1,3,4,2,3,4,4,2,3,3,4,5,2,2,1,4,3,4,3,2
椎名＝毅,3,1,1,3,3,1,5,5,2,1,5,5,5,1,5,4,4,3,2,1,5,3,5,3,3,4,5,1,1,4,2,5,4,3
堀口＝望,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
田中＝和徳,1,1,3,3,3,3,2,2,3,2,1,2,5,3,1,1,5,3,4,3,3,2,2,4,3,4,4,3,1,1,1,4,2,2
城島＝光力,2,3,6,3,5,5,3,4,3,4,5,4,3,4,3,3,3,3,3,3,3,3,4,3,4,4,1,3,6,5,5,5,5,2
中野＝智裕,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,5,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
瀬戸＝和弘,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
星野＝剛士,1,1,3,3,2,3,2,2,2,2,3,3,4,3,2,1,3,3,3,2,4,2,3,3,2,3,4,2,1,1,1,4,1,2
甘粕＝和彦,5,1,1,1,1,3,2,2,2,3,2,2,5,5,1,2,5,5,2,3,3,3,1,4,3,4,3,2,1,1,2,4,3,5
阿部＝知子,2,5,5,5,5,5,3,3,5,5,5,5,1,3,5,5,1,1,5,5,2,2,5,1,5,4,1,5,5,5,5,4,4,5
味村＝耕太郎,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
甘利＝明,1,1,3,3,3,3,1,2,2,2,1,2,5,5,1,1,5,3,3,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
伊藤＝優太,3,2,2,3,5,2,3,3,2,2,1,4,4,3,3,5,3,3,2,3,4,2,3,2,5,4,1,1,1,4,5,5,5,3
高久＝良美,6,5,5,5,5,5,1,4,5,5,5,5,1,3,3,5,1,1,5,5,1,1,5,1,5,2,1,5,5,5,5,5,4,4
赤間＝二郎,1,2,3,2,2,3,3,3,2,2,2,3,4,3,2,2,3,3,2,3,3,3,3,2,4,4,2,2,2,2,2,3,2,2
本村＝賢太郎,2,2,2,3,3,4,3,2,3,4,4,3,2,4,2,4,2,3,3,4,4,3,4,4,4,4,3,2,2,4,4,4,3,1
中本＝太衛,5,2,3,3,3,3,2,3,2,2,2,3,5,3,2,3,4,3,3,3,2,3,3,3,4,3,3,4,1,4,4,4,4,3
中野渡＝旬,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
河野＝太郎,1,3,3,3,5,3,3,3,3,3,3,3,5,2,3,3,6,3,3,2,4,3,3,2,4,4,1,2,2,2,2,2,2,2
沼上＝徳光,6,5,5,3,5,5,3,3,5,5,5,5,1,3,4,5,1,1,5,5,1,3,4,1,4,3,2,5,5,5,5,5,5,4
後藤＝祐一,2,2,4,3,5,4,4,2,3,3,3,4,3,2,4,4,1,3,3,4,4,2,5,2,4,4,1,2,2,5,5,5,5,5
義家＝弘介,1,1,3,3,1,3,1,2,2,2,1,2,5,5,1,1,5,3,3,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
池田＝博英,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,2,2,5,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
牧島＝かれん,1,1,3,3,3,3,3,2,2,2,1,3,5,3,1,1,3,3,3,3,3,3,5,4,3,3,3,3,1,1,2,4,2,2
神山＝洋介,2,2,2,3,5,4,5,4,1,3,3,3,3,3,3,3,1,1,3,3,4,2,4,3,4,5,1,2,1,3,5,5,3,3
吉田＝福治,6,5,5,3,5,5,1,3,5,5,5,5,1,3,5,5,1,3,5,5,1,3,4,1,5,5,5,5,5,5,5,5,5,4
山際＝大志郎,1,1,1,3,3,3,3,3,1,1,1,2,5,2,1,1,5,3,2,2,3,3,3,5,3,4,4,2,1,1,1,2,2,2
北村＝造,3,4,5,2,5,3,4,5,5,1,1,4,3,1,2,5,1,1,4,4,5,3,5,1,5,3,2,1,2,5,5,4,3,4
中田＝宏,5,1,1,1,1,2,2,4,2,1,2,3,5,5,1,2,4,4,2,2,4,3,1,4,3,5,3,1,1,2,1,4,4,5
塩田＝儀夫,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,5,1,3,4,1,5,3,3,5,5,5,5,5,5,4
石崎＝徹,1,3,2,3,3,2,2,4,2,4,3,3,3,3,3,2,3,2,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,2
西村＝智奈美,2,4,5,3,5,5,2,3,3,3,4,4,2,4,4,5,1,3,3,4,3,1,4,2,5,4,1,4,3,5,5,5,4,3
町田＝明広,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
細田＝健一,1,1,3,1,2,3,2,1,2,1,2,3,4,3,2,1,2,3,1,2,4,3,3,5,4,4,5,2,1,1,1,4,4,2
鷲尾＝英一郎,2,2,4,3,3,3,2,3,2,4,2,2,5,4,2,2,4,3,2,3,3,2,2,4,4,3,2,3,2,4,4,3,4,2
五位野＝和夫,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
黒岩＝宇洋,2,2,4,1,5,4,2,4,4,4,1,5,4,4,2,4,1,1,2,4,2,1,5,2,5,5,1,2,2,5,5,5,5,3
斎藤＝洋明,1,2,3,2,2,4,1,1,3,4,3,3,5,4,3,2,3,3,2,3,2,3,3,4,4,2,4,4,1,2,2,4,4,3
